username,followers_count,final_location,count,x_id
mahtab_rasooli,11666,Iran,2,1263735656829810000
n_brti1984,11662,Iran,3,1479300580262570000
tacticalgrid,11658,Germany,2,26139323
NahidPoureisa,11655,Iran,1,1193072067031290000
nilofarabaszade,11654,West Asia,16,1387056624540570000
Vendra_Deje,11636,Indonesia,1,384176072
Michael_Wgd,11609,Europe,1,1262728136485110000
salcinz,11607,Italy,10,1022439386271700000
ArmyX313M,11601,Africa,5,127056579
HARJGTHEONEDBA,11575,Canada,1,2603552172
AthousandBrains,11570,Africa,3,1190027703279330000
DM55283,11562,Eastern Europe (Non-EU),1,768427712381915000
RTwassoli,11556,Indonesia,1,1159765853908290000
Timberwolf__,11516,United Arab Emirates,1,633839242
thuhthuna,11500,Maldives,1,382390673
Smkomeil,11489,West Asia,3,1262956675507650000
fateme_gh_m,11477,Iran,5,1018461560367470000
mojtaba_v6,11474,West Asia,2,948817292854374000
Marvi_Economics,11429,VPN - Iran,2,878732683689550000
SamTorabi72,11407,Iran,17,951061888816767000
syed2000,11389,United States,8,117765295
carmenprs,11366,South America,1,4875920842
Vpedrosa,11336,United Kingdom,1,28693649
resisres,11313,Mexico,1,882462674042454000
GilaniTufail,11301,India,6,412010703
MCTothSTL,11289,United States,6,247054094
RanjhaHafeez,11286,South Asia,1,1238914086139820000
revayateman,11263,West Asia,8,962460685568487000
izadgashb1,11253,Iran,1,1336881664522330000
Mohamadhossie15,11253,West Asia,3,1117033789266500000
ye02987,11248,Yemen,1,3438527174
talia___100sun,11243,Iraq,1,2959134180
jaraparilla,11239,Australia,1,60006673
zeinabshehab6,11197,Lebanon,1,1212488977468410000
Fatima_solymani,11157,Iran,13,881252130002268000
marita_stappung,11147,Chile,17,134921712
AnonymousGlobal,11065,North America,4,201244918
tayebsaeidi,11063,Iran,1,1142389338971540000
Javan_4,11007,VPN - Iran,4,1285310161142390000
alishoieb1,10997,Lebanon,1,2744650025
HashemiMarzi,10976,Iran,1,1238756872951340000
allidoismix,10960,United States,1,1232161857034760000
neghah13,10932,Iran,7,1507757356393940000
MahdiHajjar1,10917,VPN - Iran,1,1499462727953270000
hamed21224200,10912,VPN - Iran,12,1500021743351640000
5trategist,10876,VPN - Iran,4,993961938248856000
saintgothic,10871,United States,1,1394853216991400000
elharafeesh,10869,Egypt,1,248824081
Sara_zs1,10865,Lebanon,2,1188091946289550000
_DilS3Rahul_,10828,Southeast Asia,2,1438547520452370000
jefff256,10821,Uganda,1,1134007599039490000
HUSSEINSROUR,10804,Lebanon,1,4915405991
MZ0JNS9aLkjhtqx,10798,Sudan,1,1001204346829370000
riannuzziGPC,10778,Italy,2,4141162227
pbkBMkmmkkwkpvg,10741,Yemen,1,1167920481800000000
TheMatundaMan,10724,Africa,1,3040973272
ahadian_ir,10715,Iran,15,2369020350
BlackMoth_313,10714,France,1,1497265478984780000
tawarayasotatsu,10707,Japan,1,111768843
teejay_132,10705,Nigeria,13,796466485866746000
JustaCoinToss,10692,United States,1,4763858353
BehnamBk,10689,VPN - Iran,1,2799029723
ibrahim_alwaree,10661,Yemen,1,1131362434877480000
abbas_inc,10651,Bahrain,1,1426089330997610000
OlaIsrael01,10651,Africa,1,1534307783801280000
baqirululoom,10626,Pakistan,6,3260651989
Forthleft2,10617,Australia,1,3368822652
JustShemaBaby,10601,United States,1,23508843
ramedumar,10598,Venezuela,3,137465304
seyedmahdi11,10550,Iran,1,827928488686547000
guevara_iria,10550,Cuba,1,1429586949732540000
finanzmarktwelt,10547,Germany,3,1560295646
MiladSlimm,10522,Mauritania,3,933248202207256000
MAHMOUD19005690,10515,Egypt,2,4636336181
1RedRevolution,10490,Turkey,4,555499085
gashm1975,10473,Yemen,1,4830668471
mustafa_alkhtib,10451,Yemen,4,1036063295785130000
darya_daar,10448,Iran,1,1034727805907610000
PabloMtzDelCam1,10432,Mexico,4,924831814165848000
dayumaEc,10424,France,5,279164028
alihadi68,10421,United Kingdom,18,160984682
mikaeeldayani,10389,West Asia,2,830056787302810000
ElrondBurrell,10368,Australasia,4,52027672
mtz_ir,10298,VPN - Iran,1,812963697169724000
goleyasm313,10294,VPN - Iran,2,1219004265789910000
hannabaker13rw,10288,VPN - Iran,1,1152668285965490000
amirakbariorg,10269,Iran,9,596652117
Vaporous123,10262,Pakistan,1,622394028
Ozo__Ude,10252,Nigeria,1,868945900395168000
Shinestar8517,10218,VPN - Iran,2,1573953751840340000
derakhshanmedia,10215,West Asia,7,797106841738211000
jala_leb,10197,United States,4,327091166
nowtypiing,10181,West Asia,2,1672036594482640000
Sir_elmusty,10145,Nigeria,2,307054184
msolymani13,10118,Canada,12,801496640561545000
Captain0TT,10093,United Kingdom,12,1705187555845590000
chimmychonngaa,10030,Ghana,3,2600032412
gaza_son1,10017,Yemen,1,1782064377463550000
Soheil_1100,9994,,1,1224663962890930000
Moh_valibeigy,9986,,1,1394370187714080000
Jamils641,9962,,1,1019857852087800000
Amary22Mastfe,9961,,3,1523319644332900000
AKarklar2,9961,,5,1134770781081220000
shinbiganA,9946,,1,1035799528195030000
Ayei_Eloheichem,9901,,1,2573619805
ghalibaffans,9896,,16,1797724418145220000
Ali_2023ak,9887,,1,1039803144
Khaled_Nabil07,9879,,1,430545101
M_Jamshidi_,9866,,8,1216462866464890000
jumosa6,9825,,1,1447385094
Mubaraqshehu_,9783,,2,212485857
atungisa_,9769,,1,1515508135
xpresenterxeli,9761,,5,1546644835649700000
WAR527,9758,,2,1264236569273210000
hezardastan1981,9731,,6,948960191600578000
NR_7755,9726,,1,1041332992763780000
Sara_sal222,9722,,1,1569359670539690000
mohamadmsb,9715,,1,886223392705319000
ubmuiu,9700,,1,853625797
yavashuseyinn,9682,,2,2180717393
Sweetbarbaralee,9680,,1,4004609957
aghamoallem20,9676,,1,1649495239399300000
WaiTnaWaGatundu,9635,,1,1255717814352120000
NaomiBinyanAtid,9621,,1,1338590379961060000
reatlegetswe,9553,,1,212316107
Jalal_alansi,9551,,1,1843397105508810000
ZeeZag1,9519,,4,1387808453176040000
JamalKhanfer,9504,,1,1710838087
Abo423Hager,9496,,13,3197126642
Gorge_254,9475,,3,1745813860357910000
Ami_Snowleopard,9447,,1,990064839086166000
meysam1irani,9423,,3,891292314248905000
minooo_hastam,9421,,12,1002213596586300000
ghalbesalim,9410,,1,1294218744798080000
havayesf,9405,,2,1130776003092070000
OtigbaCrypto,9395,,2,1323704837662530000
HarrygPettit,9383,,1,1675628586
sadiam110,9361,,1,1764178814845020000
hasan_m128,9348,,9,1670136074113370000
aa1ll2ii3aa11,9346,,5,410583169
HaidarAkarar,9304,,3,279942689
cherylbenson,9286,,1,17734639
PatriotSynergy,9283,,1,1554165013165680000
1366Hani,9273,,1,1593329851402010000
Kaali67800508,9262,,1,1486194207433940000
Kaybella_k,9253,,1,1130551575888500000
Zahraan___,9249,,1,951678455292285000
thierry_bros,9238,,1,791999362561815000
gan_dom_0631,9237,,3,1341003493348410000
alihadi_Ragnar,9234,,9,1168042466668440000
balenowatch,9226,,3,2819670000
kill_biil,9217,,7,1664749908
marielSiviglia,9151,,6,304598010
DedyNad_id,9142,,8,1105346085097100000
ApricotForever,9141,,1,875675438
JoannaTeglund,9140,,1,439321373
Yng_Habeeb,9112,,1,2010079559019110000
ali_chahkho,9109,,6,823260091918983000
muntazireimam84,9096,,14,1240298543870550000
rociocangla,9094,,9,460358477
MashkurKabuli,9094,,4,1429648543371960000
Yahyasharaf10,9088,,1,1182563859527320000
pawelrakowski85,9085,,2,934997638591713000
legibitiquas,9067,,3,279912714
ZAIDWASI,9067,,1,1807771276271920000
apls452,9065,,1,183306644
b4dchan,9061,,1,3196244211
mou123144,9041,,1,1300903591557970000
donaldgorbachev,9029,,1,1683281560890490000
OfficialHFJ,9011,,1,1295753295730890000
Divya_M_P,9002,,1,2327612520
CLIFHIGH3,8994,,2,1584720012786420000
f_safari_84,8931,,2,1477530948375920000
Amandasatiro07,8930,,1,1825386407189240000
GhamariVafa,8916,,8,1127757174741120000
mhmdiism,8882,,1,1282762624812420000
Iman_Momeni1,8869,,1,1278993040162650000
alidaneshmand_4,8855,,1,1247583417790870000
Hamid2w,8854,,1,1758216142726880000
FUTURENEWS2020,8792,,4,747843628869923000
VanSulli,8790,,15,230279984
ArtCrunchy,8762,,1,1756384796178050000
OctarRuga,8750,,1,1224013638140420000
DCSWORLDPAK,8746,,1,1075465743158990000
JucheAffirmer,8737,,1,2035564025954890000
husseinb,8731,,3,20369398
Mohamme97589888,8724,,4,1556899493852900000
Sabamontazer,8720,,16,1626085487260600000
Jordigave,8712,,1,183786438
cie1947,8701,,2,86410896
saharenamdar,8680,,1,1436993898551850000
Limare64,8660,,3,1520906253039550000
BillowIsmail,8646,,5,1295032579
rRealNeilNash,8631,,1,866949673461981000
assem77129,8589,,4,1657746275402480000
MichiganNation2,8580,,2,2577571106
PriyabrataT,8575,,1,1263282072
Hasnat_A_Koot,8575,,2,2946205104
SaurabhJoshi,8547,,3,18044851
rezamiri81,8538,,2,2242968910
SENSIMILLIEA,8531,,1,82210282
Juan_RemolinaC,8528,,2,35588542
yucelbarakaz,8524,,5,2194292241
LDelsoll,8523,,2,1349272358146760000
GMF_YEM_2025,8523,,2,2451912490
FreeGeneraxion,8517,,1,921766811963658000
VandanaHari_SG,8511,,2,2866145822
parima19683,8507,,1,1416101126978640000
syfhosseini,8497,,2,1255697191840220000
OT__VIBES,8478,,1,1155013937181670000
mohmmed_allaw,8465,,2,1391522503495930000
IRANinFRANCE,8443,,1,1042361035011840000
AttyeLina,8435,,8,1576793424
wawireCS,8429,,4,365470925
SabriaCBalland,8429,,2,304691182
moshetonychin,8385,,1,69724401
golzar63,8338,,1,985223449353302000
dublinactivist,8335,,2,1067995648857790000
Afifehabedi,8331,,10,1570276746
NassimNoUnoff,8303,,2,1478687609056630000
mysticaltech,8300,,2,82467998
rrschmocker54,8299,,2,2190509481
morteza_pn,8299,,1,837237062935974000
iFortknox,8275,,1,361118382
WithyGrove,8272,,1,978365475032793000
OLUWA2M1,8265,,1,37886611
Tinkeringhalo2,8248,,2,1472940347949040000
m_noroozpoor,8245,,2,725914444723683000
DuroBelinda,8244,,3,2615039000
resistancestan,8225,,2,1724624548073770000
tinfoilhat79,8208,,1,233112961
sharen_mm,8189,,2,1225985652359120000
Beingkhanumar,8180,,13,2204284283
carloslaconcha1,8166,,1,2473035764
waweru,8163,,6,7248362
AllyReza14,8149,,11,1511086964941990000
jdamijan,8140,,2,1569084018
Alhajrifatema,8139,,1,573908012
junaid_haido,8138,,5,434724933
crosslinkjapan,8129,,1,3192951200
RogueKite,8121,,1,135015553
A_E_Rasooli,8120,,1,856471868534141000
pilaraymara,8114,,3,265962961
asinosvay,8109,,1,2932115764
BenjiSeitlhamo,8100,,4,573735828
dimitri_kenya,8088,,2,1100388647671610000
TheLevantineMan,8076,,2,1749435664888680000
Shahaab92,8076,,5,856214441955910000
burujlaptop,8073,,1,1156424002732260000
neuro_words,8051,,1,2350405733
AljnwbA711,8048,,3,2031515928303920000
Pakniyat__,8041,,10,1440740441003950000
noora_257,8021,,14,1645444746565890000
morteza_kaka313,7992,,13,1610446766779790000
1foreverseeking,7990,,3,791617266353791000
biteme_suckas,7974,,2,885937591
Plz_Relax_,7969,,1,1355254012870840000
raniaa1289045,7959,,1,1198665541076030000
JA00963,7959,,1,1308200684
theAghaMostafa,7942,,1,822471678600966000
malk21_9,7941,,1,1246156884215840000
BrendanPeberdy,7896,,1,1302688548047350000
m_rahimi_72,7862,,1,1148669915953610000
Sansirated,7858,,2,379298592
ITANDEHUI1801,7847,,1,108661655
agha_bakeri,7846,,1,294479223
1NuevoOrden,7843,,1,789280758825353000
afrilivesmatter,7827,,5,933137171803931000
_Popins,7819,,3,1514147214607720000
andrepaltry,7795,,2,2919332559
Orthodoxe,7795,,1,198393228
aghaye_chaei,7791,,10,1384977784376810000
f_mustafavi,7784,,1,1891555510413030000
zarebin0,7782,,2,1402501454800290000
UdsiAsli,7767,,2,2778366482
jong_slow,7760,,1,1247494403293360000
luxeprogressive,7756,,2,899039004787712000
abdulla_faraz,7743,,5,9676232
PAOLANURNBERG,7738,,4,431454179
TxWidiwidi,7731,,1,1791415156393530000
TalentCoop,7731,,1,220771828
SamiRamadani1,7706,,1,581026899
palm_phattanan,7654,,2,295543538
SusanSmithAus,7651,,1,1105659718528260000
emilcyc,7643,,6,276586094
masaf_foods,7635,,1,814229814731244000
shehzadhqazi,7633,,1,201531975
mizukamistaff,7609,,1,2331592189
N_Rahimi_107,7604,,4,1325135808722960000
emanuelpietrob1,7598,,2,1466882381558740000
fazle_alam,7595,,2,1374558800
AfgFactChecks,7591,,2,1185666439199560000
laili_dideban63,7558,,1,1496098469202710000
thrsts_,7525,,8,224984675
iranembassy_nz,7518,,5,1037835015889990000
A_R_Aliyani,7510,,1,1116548947965670000
realazadeh,7508,,1,1360164330
anniefofani,7489,,9,306012283
HammerstoneMar3,7479,,1,1058344962285290000
Maenyria_M,7472,,4,451099677
charlie_marema,7471,,10,434117965
IRANinFINLAND,7471,,13,1045236247407610000
GrownRoom,7467,,4,1181403234998590000
zahra_hp79,7461,,1,1553405031046600000
Filomen03258997,7449,,19,967746907413074000
CHItrader,7445,,1,185663478
Saeidi_Saeid3,7425,,1,1415038048467830000
saeedha85,7423,,2,1222479427692610000
tdirurupsp5e88t,7408,,1,1046656005705100000
MushtaQ_Q_,7408,,1,889564388407030000
Vital_aH,7399,,8,1434896743129390000
thisismoh265,7391,,5,1397455232196570000
jafari000000,7375,,1,1161927712241530000
Razaazaidi,7368,,4,370574645
Minaei_izad,7363,,6,1216721328427890000
TheActor_movie,7342,,1,787040524192604000
jay_onemoney,7327,,1,1389692718109140000
FlashWireNews,7299,,7,2009192117177060000
dart_jan,7297,,1,2414855647
Asad6579,7289,,3,1158746413293080000
raihan__2,7274,,1,1498962784595460000
HipsterUnionRep,7271,,2,978989460
3Gaddar,7250,,1,1229796184396530000
ahmadkhaniiii,7236,,2,872826249181319000
BigChiefDamian,7219,,3,218833906
aminifar1365,7202,,1,955458988258288000
NewsInSmol,7197,,1,1506532015193140000
andytuit,7192,,1,54835944
Ash_Prashar,7186,,2,534756751
Gerrrty,7157,,2,422153063
denomeme,7156,,1,1228570725604180000
MamaNoelles,7155,,2,824811957597389000
JartoYa,7151,,1,280676667
iraninitaly,7149,,2,1029334342059940000
DrBMcDH,7099,,1,825095876272128000
RyanHatari,7096,,1,2364930509
stumbue,7082,,2,792060222789616000
matt7gh,7066,,1,89211519
ykarimi_,7062,,5,1177968577653200000
helenmcollins1,7061,,1,136591386
IBuzgan,7057,,4,1013634942
isaacjdotcom,7054,,1,1995669897809120000
TomBaller1975,7051,,1,1481578021739970000
carlworker,7042,,3,260701667
angelgooner,7031,,2,252207671
0mhp037,7024,,1,1558090860570480000
HwgYjyLACO5XW9S,7011,,14,1280625111117280000
VsFatemeh,7010,,1,1550787134113680000
Simon_A_Wood,6991,,3,182663887
Ad_Tel_210168,6988,,1,1400106560580330000
J_Jazim,6958,,4,739812916438958000
Che_guevara_in_,6945,,1,1115468464465040000
MartynNamorong,6937,,9,354814618
mishi_mishi75,6928,,1,1191415808632720000
whoisbobbparris,6902,,2,58932551
_soomayeh__,6900,,1,4820532221
Ziyad_F_I,6891,,1,307900971
stickwithchick,6873,,2,100348291
acmnepal,6871,,1,318955849
Rre_shima,6866,,2,1073320325759280000
tomalallave,6841,,3,262768981
jjwhitlaw,6840,,4,131284137
ghaderi62,6838,,1,2212227548
JanJak_AMC,6834,,5,274605254
anoo_ell,6827,,2,1408817961217950000
zahrarezaee1992,6824,,4,1716721017228350000
ZahraKhalili_TV,6809,,2,887411116393075000
Noodoggy,6800,,1,16358213
MasroorAnsari,6800,,1,78544238
aleksandraopal2,6770,,1,3599308816
rocinante2d,6748,,3,1433923525732090000
sadeghnikoo,6741,,8,1411244901929520000
Bayanov74,6732,,1,390340887
gulabaton_22,6728,,1,1068584500505010000
b95326567,6726,,2,1552718922197180000
WhirlwindWisdom,6726,,3,388432699
jocakim_de,6724,,1,842019852701340000
MKjrstad,6722,,6,2265040246
AllawiSsemanda,6701,,1,420173195
pathrs,6673,,1,972317964
CeltiCRab19671,6657,,2,631167630
AndreaT2303,6657,,1,626682905
aga1nsta11oddz,6643,,1,833096286060544000
ramana1729,6641,,1,39118710
KanyindaPat,6610,,1,905819084041933000
HamjaAhsan,6609,,4,391617134
MadMax62309410,6607,,1,1246106476071880000
Makintamie,6603,,7,251788355
_Aldawlah,6598,,1,1370377983240900000
bil1gets,6585,,1,1027507669396070000
_checkings,6581,,1,1978981712
fouad_jm2,6571,,11,1608446439985710000
RoisinQuinn79,6570,,1,543538016
JohnHuddyTV,6555,,1,415451420
PalomaGablice,6554,,1,1549305444190920000
AhmedQuraishiAR,6545,,1,1063105105279490000
EnsiyehKhazali,6542,,3,1433328203058370000
SMCADMAN,6541,,2,2883843686
AmrAdelFahmy,6538,,6,267377035
roohollaah313,6535,,1,1229358733152670000
mjacksonrm51,6527,,1,1548316130745270000
Ussignur_,6520,,10,1043948268932220000
Ojayy031,6505,,3,1418181823117540000
IsmailEctasie,6503,,2,2244233276
onpoint_co_ke,6495,,1,1277868033894240000
AcylManany,6484,,1,1594154561794710000
nanda_pradeip,6468,,1,3861540203
KingTherapy,6466,,11,913062226596000000
254Stevie,6464,,3,1238002722835660000
DisputingSunnah,6452,,2,1593321302206690000
superbranch,6447,,1,274089351
EhsanNikna52158,6442,,2,1658346511090980000
eightynines,6440,,1,278862143
HajjiSyd,6431,,1,1395669804074350000
shahidhemmat1,6430,,1,1057705808266440000
Sana_aniyah711,6423,,2,1834232029082220000
zumalt_barbara,6420,,2,1470229944701620000
Abdolreza_ya_ir,6416,,7,1423363774141160000
DrMohdTariq,6407,,1,251763313
alishbanaeem2,6402,,1,2162808398
e_winzar,6401,,1,1029385925095290000
proudUGn1,6400,,5,814161378479133000
sherifhany,6392,,1,153719260
i_5_6,6380,,1,2864318240
JobeerB,6359,,16,4141843517
ShKa4kh,6342,,2,1282983242870720000
skandariamir1,6337,,2,1233102782514770000
SEYEDREZA138,6326,,5,1499968139060120000
javadaghaei2002,6297,,12,2785102378
TriciaNC1,6286,,1,83949216
Logos_Freedom,6276,,3,870952506322547000
BorderReiverReb,6252,,1,1354227643479170000
DaaniPooh,6238,,1,1280569865645020000
Khnoom_shin,6209,,2,1611369764797950000
rosa_rior,6191,,4,2800446880
gggg45466,6168,,1,138530001
Moohammadd,6156,,5,1198496684
RealJohnGaltFla,6155,,1,1586128484870590000
kamoh_james,6151,,1,3736265656
suareicolliepro,6123,,2,1344545960949670000
jrs_x_,6122,,4,245873480
ShaBbarAli51565,6074,,1,1947881009175060000
PromoterBoxing,6074,,3,83448633
MajidN88,6060,,3,1438582939625870000
elchamocandanga,6052,,1,138396650
atalayha,6048,,1,379388646
EspartacoSoy,6039,,3,1194668743705740000
Silent_Laila,6038,,3,1570683328512110000
NaqviMA,6037,,1,1264331010478570000
Digi_Cult_Mood,6034,,2,913093164713546000
f_rassta,6024,,1,1458253728
madiiiiyee,6016,,4,1539127791345620000
shibby3235,6010,,7,915991337933078000
mohammad_abkati,6006,,1,1502223754231000000
lukelockwood6,5992,,1,1032606183054630000
S_Mahendrarajah,5977,,10,1324582448160740000
dewTwt,5969,,1,3012161780
arsenal_25,5961,,2,152237175
tarakangarlou,5958,,3,179692178
ashraphkatso,5947,,1,1364291944822670000
Meysame_tamaarr,5918,,4,1844038398723430000
zulfikar_1923,5915,,1,1572590320159700000
alozaib,5905,,1,1146116126
nr_afzali,5890,,3,1358316571
m_rezaei1988,5889,,17,1246842512880410000
SidySissokho,5879,,1,631480696
iam_bams,5873,,1,4162010363
Mancenido_MaR,5869,,1,362294628
QudsiyaMashhadi,5868,,1,315314744
aldo_chavez,5861,,1,58598931
Hawkeye1745,5853,,5,1452738586760160000
beebah5,5848,,3,458597619
shy_kh_gheyr_ba,5843,,4,1850875134212510000
