No.,username,Link to profile,name,x_id
1178,anniefofani,X.com/anniefofani,annie fofani🇵🇸,306012283
1179,anonimman137997,X.com/anonimman137997,M_Hikmah_El Capitano💪☕🇮🇩🇵🇸,1704116159665390000
1180,anti_zion2,X.com/anti_zion2,Anti zion ☝🏽🇵🇸,1331027948531540000
1181,antoniomrod8,X.com/antoniomrod8,Antonio Muñoz ☭🇵🇸🇾🇪,1257886940
1182,ar_be_he,X.com/ar_be_he,great dane🇲🇽🇨🇳🇻🇪🇮🇷🇸🇸🇷🇺🇾🇪🇿🇦🇵🇸🇨🇺,1712626268863120000
1183,arif3000,X.com/arif3000,🇬🇧Arif 🇵🇸 🇨🇮 🇿🇦,130586799
1184,ashrafallie2918,X.com/ashrafallie2918,Ashraf Allie™️🇿🇦❤️🇵🇸🔴,716559442905604000
1185,asmamunawar9,X.com/asmamunawar9,asma munawar 🇵🇸,1556281287018700000
1186,barua_82,X.com/barua_82,Ashish🇮🇳🇵🇸🇮🇷🇱🇧,2055781411836350000
1187,basitaliawan512,X.com/basitaliawan512,Basit Ali Awan 🇵🇸🇱🇧🇮🇷🇮🇶🇾🇪,1207249087168490000
1188,bazmandeh5676,X.com/bazmandeh5676,🇮🇷🇵🇸mobarez☝️,1612987626427980000
1189,beebah5,X.com/beebah5,Thankfulbee♥ 🇵🇸,458597619
1190,berriesandsun,X.com/berriesandsun,~ 🇵🇸,854055940529816000
1191,boozchaloo,X.com/boozchaloo,🇮🇷🇱🇧🇮🇶🇾🇪🇸🇾🇵🇸Shirin Boozchaloo,1532058301298610000
1192,c_williams77,X.com/c_williams77,all eyes on Palestine 🇵🇸,332269638
1193,cemeterymoss,X.com/cemeterymoss,bird girl 🇵🇸🔻🐦,423133304
1194,chathu87,X.com/chathu87,Chathu Meewaddana 🇵🇸,20891158
1195,citrus_kyoto,X.com/citrus_kyoto,しとらす＠京都🇺🇦🇵🇸🇹🇼,118680476
1196,collinsMANGO,X.com/collinsMANGO,Collins Mango 🇵🇸🇰🇪,295239475
1197,condemntheusa,X.com/condemntheusa,Resistance is Love ❤️🔻❤️🇵🇸,869774842333188000
1198,cuervingenuo,X.com/cuervingenuo,Cuervo Loco 🇵🇸🇸🇾🇾🇪🇱🇧🇮🇷🇷🇺🇨🇳,3459884242
1199,david_fairn,X.com/david_fairn,AGITPROP!🗯💣🧨🔥💥🚩🔻🇵🇸🇨🇺🇨🇳🇻🇳🇾🇪🇿🇦,1048647366
1200,death_ray_0,X.com/death_ray_0,"AYAH🇵🇸 (✸,✸)",1807738344560050000
1201,deepdowndread,X.com/deepdowndread,darrr 🇵🇸,1048530265310680000
1202,defjansen,X.com/defjansen,DavJan🇿🇦🇵🇸🇱🇧🇾🇪🇮🇷,2213561068
1203,delhi_dave,X.com/delhi_dave,Definitely Donald 🇵🇸#PalestineLives #BDS,2408645694
1204,dipptak,X.com/dipptak,- 🇵🇸,507234932
1205,drtksaad,X.com/drtksaad,Tsaad 🇱🇧🇵🇸,1074843120
1206,dublinactivist,X.com/dublinactivist,@DublinActivistAmandaC #FreedomFlotilla 🇮🇪✊🇵🇸,1067995648857790000
1207,duplicateghost9,X.com/duplicateghost9,ibrahim aliyu 🇳🇬 🔻🇵🇸,1485291032
1208,e_manning,X.com/e_manning,Esther Manning 🇲🇽🇵🇸,155350308
1209,edisonburbanoOK,X.com/edisonburbanoOK,Edison BUrbano 🇨🇴 🇦🇷 🇻🇪🇵🇸,4406287341
1210,elchusdegranada,X.com/elchusdegranada,jesús de graná 🇵🇸,498776300
1211,elekjappa,X.com/elekjappa,ElekJappa 🇵🇸,2904133034
1212,eliborebark,X.com/eliborebark,EliboreBark 🇵🇸🇱🇧🇮🇷,1240639126119970000
1213,ell_rufai,X.com/ell_rufai,Gho$T🇵🇹🇵🇸,1208082912823990000
1214,elperrogacho,X.com/elperrogacho,El perro gacho 🔻🇵🇸,54073926
1215,enfree1993,X.com/enfree1993,Enrico60🇮🇹🇨🇳🇷🇺🇵🇸🇮🇷,1015683182060950000
1216,fibonyacci,X.com/fibonyacci,ഡൂമർ ഗേൾ 🇮🇳🇨🇳🇷🇺🇵🇸🇰🇵🇨🇺🇮🇷,367066674
1217,free_blacks,X.com/free_blacks,Marena Godlo 🇿🇦✊🏾 🇵🇸,1259162723012810000
1218,fridaygirl13,X.com/fridaygirl13,GraffitiGirlFriday🇱🇧🇦🇺🇵🇸,499694976
1219,frkankscu01,X.com/frkankscu01,M. Furkan Kuşçu🇹🇷🇵🇸,1559258938088080000
1220,fulplan,X.com/fulplan,FulPlan … 🇵🇸🎭,1502895476
1221,funkywitch1982,X.com/funkywitch1982,Karyna Morris✌❤☮☯🌍⛥ Free Palestine 🇵🇸,156406849
1222,gabo_mtzs,X.com/gabo_mtzs,Gabriel Martínez 🇵🇸🇾🇪,1381723069434230000
1223,globally_just,X.com/globally_just,Global_Justice 🇵🇸 🇺🇦🇱🇧🇮🇷🇻🇪,1800575774837100000
1224,hachaymacheete,X.com/hachaymacheete,🪓🐉🇵🇸🇱🇧✌🏾,1579512434645250000
1225,haikopp,X.com/haikopp,رجل من الشرق🇵🇸,546843639
1226,hajiaba_,X.com/hajiaba_,Makosa 🇬🇭 🇵🇸 🇨🇩 🇸🇩,1520897450
1227,houthi_h_i_h_,X.com/houthi_h_i_h_,Medical Student 🩺🥼🇵🇸𓂆,1702459442124490000
1228,i_5_6,X.com/i_5_6,إبراهيم الهادي 🇴🇲 🇵🇸,2864318240
1229,iddi_bashora,X.com/iddi_bashora,Bashora ~ Ahlul Bayt🇵🇸,1397512075635800000
1230,illi4141,X.com/illi4141,illinois cook 🇵🇸,368303654
1231,imeanit77,X.com/imeanit77,Concerned Citizen of 🇹🇿 🇵🇸🔻,4705237527
1232,integra9290,X.com/integra9290,Isra 🇲🇽 🇵🇸,100546641
1233,iraq_hn,X.com/iraq_hn,🇮🇶🇵🇸🇮🇷🇷🇺,1565451525274700000
1234,izzo_btc,X.com/izzo_btc,izo - Running ₿itcoin - FREE PALESTINE 🇵🇸,1401525895660250000
1235,jala_leb,X.com/jala_leb,Dr. Jala 🇱🇧 🇵🇸,327091166
1236,jannahseeker99,X.com/jannahseeker99,korban mulyono 🇵🇸,1600015543062660000
1237,jaraparilla,X.com/jaraparilla,Jaraparilla 🇾🇪 🇵🇸 🇱🇧,60006673
1238,jinghostjin,X.com/jinghostjin,Cr7Ghost 🇧🇩🇵🇸,1699253533529550000
1239,jojoswitz,X.com/jojoswitz,Jojo's wit 🇵🇸,222036729
1240,jong_slow,X.com/jong_slow,PsyOp 2026 ☸️ 🇵🇸 🇺🇸,1247494403293360000
1241,josargor,X.com/josargor,Jose Mari🔻🇵🇸🇻🇪🇨🇺🇮🇷,302027960
1242,jralvins,X.com/jralvins,🇻🇪🇵🇸,109360713
1243,jumose57,X.com/jumose57,Jumose ☭🇵🇸🇨🇺🇷🇺🇨🇳,3040908400
1244,justicelovepeac,X.com/justicelovepeac,Amalek Descendent 🇵🇸,732505755660607000
1245,khaleds657,X.com/khaleds657,khaled 🇮🇷 🇨🇺 🇧🇴 🇵🇸 🇩🇿 🇻🇪 🇳🇮,2817264324
1246,komradsky_1917,X.com/komradsky_1917,Komradsky 🇵🇸🇰🇵🇷🇺🇨🇳🇻🇪,1937553036353950000
1247,konvyslick,X.com/konvyslick,Slick🇵🇸,1778279176505600000
1248,kuffiyeha,X.com/kuffiyeha,palestinalibera 🇵🇸,1774976443660820000
1249,kvshspliff,X.com/kvshspliff,🇸🇩🇨🇩🇵🇸,1063325983175050000
1250,lateeph_olawale,X.com/lateeph_olawale,Abdullateef Olawale 🇳🇬🇵🇸,1100351068565850000
1251,lawal0la,X.com/lawal0la,🇳🇬Oluwatosin☪️🇵🇸🇨🇩,879377662371869000
1252,lawdefender_,X.com/lawdefender_,Law Defender⚖️🇵🇸🇵🇸🇵🇸,1805321707483180000
1253,levantkrey,X.com/levantkrey,Levantine •𓂆🇵🇸,1750127074654770000
1254,lyly1840791,X.com/lyly1840791,ابو جهاد المهدي 🇾🇪🇵🇸🇱🇧🇮🇶,1709318015437640000
1255,madridistadz20,X.com/madridistadz20,Francescoli🇵🇸🇩🇿🇪🇭🎖🎖,1145422117200160000
1256,mahbubchow24322,X.com/mahbubchow24322,Mo 🇺🇸 🇵🇸,1852088730707740000
1257,malihe_rose,X.com/malihe_rose,Malihe(ام محمد)🇵🇸🇾🇪🇱🇧🇮🇶,1804680946744190000
1258,marcosvmf_,X.com/marcosvmf_,Marcos Feres 🇵🇸,1470789843877780000
1259,mareevento,X.com/mareevento,rahma cristina 🔻 🇵🇸 🇱🇧 🇾🇪 🌷 🇨🇺,241567202
1260,marinadebrot,X.com/marinadebrot,Debrota 🇧🇷🇨🇭🇵🇸,293825688
1261,maryj59,X.com/maryj59,maryj59🇵🇸🇨🇮,18022791
1262,matt7gh,X.com/matt7gh,Matteo Galante 🇷🇺 🇵🇸 🇾🇪 🇱🇧 🚀🪂🔻,89211519
1263,mavera365,X.com/mavera365,rainboy...🇵🇸,944007852
1264,mb2175,X.com/mb2175,maryam🇮🇷🇵🇸,1586074528651830000
1265,mbhuriyavacanyi,X.com/mbhuriyavacanyi,"#RememberKhwezi, MBA 🇿🇦 🇵🇸 🇮🇷",513597168
1266,megg_souza_,X.com/megg_souza_,Meg 🚩 🇵🇸 🟩⚪️🟥,130307102
1267,melanie_needham,X.com/melanie_needham,Melanie Needham▪️Free 🇵🇸 ▪️,54833278
1268,melina_nilles,X.com/melina_nilles,Melina Nilles 🇵🇸 auxbâillonnésdelaTerre,99620152
1269,melisarivas24,X.com/melisarivas24,melisa rivas 🇷🇺🇵🇦🇵🇸🇨🇳🇳🇮🇨🇺🇻🇪,573078734
1270,memudin,X.com/memudin,memudin 🇵🇸,1179647786423390000
1271,mhaiderimtiaz,X.com/mhaiderimtiaz,Haider Imtiaz 🇵🇸,146089674
1272,mikada1702,X.com/mikada1702,Iris Ulmann🇷🇺🇷🇺🇷🇺☦️🇨🇳🇵🇸,1711012916541940000
1273,mirzamuham80454,X.com/mirzamuham80454,Mirza🇵🇰 Muhammad🇵🇸 Usman Baig,1648265169049650000
1274,mo_shiralipour,X.com/mo_shiralipour,🇵🇸🇮🇷,851810789539410000
1275,mobeenshafaat,X.com/mobeenshafaat,Mian Mobeen Shafaat 🇵🇸🇵🇰 🍁,26996019
1276,mobinmohammadiy,X.com/mobinmohammadiy,Mobin🇮🇷🇾🇪🇵🇸🇱🇧🇮🇶,1522321114550220000
1277,moh_M11111,X.com/moh_M11111,محمد مصلح الوروري 🇾🇪🇵🇸,1826992543604590000
1278,moslamicbh,X.com/moslamicbh,moslamic II 🇾🇪🇵🇸,1818759953769020000
1279,mr100____,X.com/mr100____,Palestine Zindabad! 🇵🇸 🇮🇷 🇱🇧,2022060965349760000
1280,mres313,X.com/mres313,🔴⚪️الله⚪️🟢مراص🇵🇸🇱🇧🇾🇪,1396504146010840000
1281,muhammad_tabis,X.com/muhammad_tabis,Tabish Abbasi 🇵🇰🇵🇸,1335288703384700000
1282,muntazireimam84,X.com/muntazireimam84,Haider Ali 🇵🇰🇵🇸,1240298543870550000
1283,mxspoonr,X.com/mxspoonr,chapéu de fascista é marreta 🇵🇸🔻,1443268525238460000
1284,naabi_said,X.com/naabi_said,عماني مع المقاومة 🇵🇸🇴🇲 No peace without fighti,2573230999
1285,najarraarif,X.com/najarraarif,Urooj Aarif 🇵🇸,3034195458
1286,nalymny37,X.com/nalymny37,{🇾🇪ثـــــابـــت🇵🇸} الاحتياطي,1844901947989500000
1287,nightingale_Yan,X.com/nightingale_Yan,Mariam 🔻🔴🟡🟣🇵🇸,1070433082040300000
1288,ninoqazi,X.com/ninoqazi,Nilofer Afridi Qazi 🇵🇰🇵🇸🇮🇪,222123736
1289,nittyBites,X.com/nittyBites,Helena Handbasket 🇺🇸 🇵🇸,1821685681464220000
1290,noonchai_0,X.com/noonchai_0,🇵🇸 🍁,1192913442694250000
1291,noonu_online,X.com/noonu_online,Noonu Online🇲🇻🇵🇸🇮🇷🇱🇧🇿🇦,1430397552323530000
1292,notronmexicuh,X.com/notronmexicuh,Abu Mexicuh 🇵🇸🪂🔻☭,1757557945947320000
1293,obeid_zainab,X.com/obeid_zainab,Zainab Obeid 🇵🇸🇱🇧,1187674560398840000
1294,okowais234,X.com/okowais234,owais 💪🇮🇳✌️🇵🇸✌️🇮🇷💪,1581910411125080000
1295,pams_soo,X.com/pams_soo,pam’s 🇫🇷🇱🇧🇵🇸,603797450
1296,papabaklava,X.com/papabaklava,Cartoonishly Big 🍞🇵🇸🇨🇺🔻⚒️,1019052750137630000
1297,paralyssaa,X.com/paralyssaa,alyssa 🇵🇸,2038818214725960000
1298,pastiakandatang,X.com/pastiakandatang,THE DAY WILL BE COMING 🇮🇩🇵🇸,4877918644
1299,pea71151,X.com/pea71151,🇵🇸 🇱🇧 🇮🇷 MSB,1816374795837080000
1300,phantasm_067,X.com/phantasm_067,Motteflash🇵🇸 🇮🇷 🇲🇾🇰🇼🇸🇦,1374338693628970000
1301,pious__athiest,X.com/pious__athiest,we're all mad here 🇵🇸🇺🇸,80881894
1302,pipp100,X.com/pipp100,old man river #FBPE@pipp100 🇵🇸UPSCROLLED@Pipp100,551763116
1303,pyare_khan00000,X.com/pyare_khan00000,.🇵🇸,1334725461491010000
1304,qa_kd7,X.com/qa_kd7,-لـيـــث الـيـمـن™🇾🇪🇵🇸•,2353039473
1305,qualann,X.com/qualann,Máire 🇵🇸 NiGiollaBhríde,238700590
1306,radflohistory,X.com/radflohistory,Radical Florida History 🇵🇸🔻🪂,41823793
1307,rainebyoona1,X.com/rainebyoona1,Reagan🇺🇬🇵🇸#Avenger003,2841046444
1308,rank_j,X.com/rank_j,j arthur rank 🇵🇸,1808576208227160000
1309,redjade_hu,X.com/redjade_hu,jd 🌍🇪🇺🇭🇺🚀 & 👍🇺🇦🇵🇸,17894700
1310,rociocangla,X.com/rociocangla,Rocío Campos 🇪🇸🇲🇽🇵🇸🇨🇺🇷🇺🇮🇷🇱🇧🇾🇪,460358477
1311,rojoChilean,X.com/rojoChilean,Red Chilean 🇨🇱🇷🇺🇵🇸,1321552596486810000
1312,roohollaah313,X.com/roohollaah313,روحــ الله 🇵🇸,1229358733152670000
1313,rorofofo151,X.com/rorofofo151,سيدة نفسي 💕 {88}~¶🇵🇸♥️🦋,705367287
1314,rosa_rior,X.com/rosa_rior,Rosa 🇵🇸,2800446880
1315,sadafkh49485464,X.com/sadafkh49485464,sadaf khan 🇵🇸,1501838157817730000
1316,saeedwattoo,X.com/saeedwattoo,Saeed Wattoo 🇵🇸,131898025
1317,sapphosp3npal,X.com/sapphosp3npal,Miguel O'Hara's partner (real) 🇵🇸🔻,823878115713761000
1318,sara_khan56730,X.com/sara_khan56730,Sara 🇵🇸,2603938014
1319,shamshad_hashmi,X.com/shamshad_hashmi,Syed Shamshad Ali🇵🇸🇵🇰🇮🇪🇪🇸,565477459
1320,shipa123,X.com/shipa123,sa 🙅🏻,176087555
1321,shueybss,X.com/shueybss,Shuaib 🇲🇻🔻🇵🇸,2447536092
1322,sonalreich,X.com/sonalreich,yachiyo miki#FreePalestine 🇵🇸🇮🇷,343220257
1323,sooshu94,X.com/sooshu94,🇹🇳 Nada 🧕 🇹🇳 (SeulGi) 🇵🇸,1348165413364970000
1324,soulfullofflags,X.com/soulfullofflags,nicolás🌹 #NoAlTPP11 🇰🇵 🇵🇸 🇾🇪,3029272979
1325,spensir1,X.com/spensir1,Chifu 🇵🇸,1854384470
1326,stephen_moatshe,X.com/stephen_moatshe,Section204 Witness 🇵🇸 🇮🇷 🇮🇷 🇮🇷 🇮🇷 🇮🇷,724934062788452000
1327,suryaamriza,X.com/suryaamriza,samurai ayz 🦉🇲🇨 🇵🇸 🇮🇪,21820963
1328,syedonalt,X.com/syedonalt,Syed-AL-Hind 🇮🇳🇵🇸,1994830156901620000
1329,tausifNZ,X.com/tausifNZ,Tausif🇵🇸,1636822337419880000
1330,telephonic1892,X.com/telephonic1892,TelephonicIsBack🇵🇸,1229187492139670000
1331,the_9th_hokage,X.com/the_9th_hokage,radic-al 🇵🇸🇭🇹 🇨🇺,377018120
1332,thefishermon,X.com/thefishermon,brad Stewart 🇵🇸,214714335
1333,thembile_hlati,X.com/thembile_hlati,Thembile🇿🇦 🇷🇺 🇵🇸 🇾🇪🇮🇷,2531647684
1334,this_user15,X.com/this_user15,Mlambo 🇵🇸,607483023
1335,truebeliever53,X.com/truebeliever53,Murtaza 🇵🇸🇮🇳🇮🇷,403259820
1336,ttxp_fctn7007,X.com/ttxp_fctn7007,ttxp🏳️,4852153488
1337,tuheen17,X.com/tuheen17,Shad 🇵🇸,1279127416112280000
1338,turbineofhope,X.com/turbineofhope,अकांक्षा 🇵🇸,4835570496
1339,twittle46402935,X.com/twittle46402935,Super Woke 🇺🇦 🇮🇱 🇵🇸 🏳️,1084182198708780000
1340,txurini,X.com/txurini,Gerry 🇵🇸,400818992
1341,unseen_light,X.com/unseen_light,hasan abbas 🇵🇰 🇵🇸,66940078
1342,vannybarrera80,X.com/vannybarrera80,Vanessa Barrera🇲🇽🇷🇺🇵🇸🇨🇺,160587973
1343,vettukulam,X.com/vettukulam,end the genocide 🇵🇸,388116452
1344,virangar65,X.com/virangar65,"🇵🇸ali,hashemi6214",1640491020969300000
1345,walking_Sadman,X.com/walking_Sadman,Walking Sadman 🇵🇸,1499995397816820000
1346,wallfukinflower,X.com/wallfukinflower,Azhar 🇵🇸,991532798086451000
1347,wamsha92s,X.com/wamsha92s,🇵🇸,128208311
1348,wendzedin,X.com/wendzedin,wendz 🏴,123037377
1349,wettanaam,X.com/wettanaam,"All My Homies Hate Diomaye,Macky&Israel, 🇵🇸 Shia",796565698617180000
1350,winthersbot,X.com/winthersbot,tati 🇵🇸,1368301056325780000
1351,xunaed,X.com/xunaed,JK 🇧🇩 🇵🇸 🇮🇷 ✊,270788428
1352,yasing221,X.com/yasing221,爆彈🇵🇸,1390210221172160000
1353,yearninquilab,X.com/yearninquilab,🔻🍁🇵🇸,1867614203248620000
1354,yehouda2813371,X.com/yehouda2813371,yehouda 🇵🇸🎗️#EpsteinFiles,1900755212887040000
1355,zahrae12016,X.com/zahrae12016,زهراء🇱🇧🇮🇷🇮🇶 🇾🇪 🇵🇸,1195250289403740000
1356,zainabsadat_m,X.com/zainabsadat_m,سیده زینب موسوی🇵🇸🇱🇧🇮🇷#إنا_على_العهد,1293596211794990000
1357,zainalabdin22,X.com/zainalabdin22,zainalabdin ali🇾🇪🇵🇸🇱🇧,3190197235
1358,zjd_zjd,X.com/zjd_zjd,🇵🇸...زيد,1094545136623720000
